시나리오 ID,시나리오 타이틀,상황,시나리오 의도,시나리오 메시지,leaf 좌표,1차 선택,1차 의도,1차 메시지,1차 시간비용,1차 에너지비용,1차 위임판단력 변화,1차 도메인지식 변화,tier1 베이스,tier1 변수,더 자세히 선택,더 자세히 의도,더 자세히 메시지,더 자세히 시간비용,더 자세히 에너지비용,더 자세히 위임판단력 변화,더 자세히 도메인지식 변화,tier2 베이스,tier2 변수,검토 선택,검토 의도,검토 학생 narrative (Cut5/Cut6 메인),검토 시간비용,검토 에너지비용,검토 위임판단력 변화,검토 도메인지식 변화,review 점수,합산 점수 (t1.base+var + t2.base+var + review),매칭 그룹 (matchGroups),직접 매칭 카드 (axisDelta.requireCard),직접 매칭 보너스 (axisDelta.bonusPoint),직접 매칭 노트 (axisDelta.note),획득 역량카드 목록 (competencyCards),EXP 보상 (expRewards),[검수참고] results.text,[검수참고] results.summary,[검수참고] results.lesson,[검수참고·코드미사용] finals.score,[검수참고] finals.grade,[검수참고] finals.item,[검수참고] finals.awareness
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C2R1,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C2. 친구가 적은 진로를 비슷하게 따라 적는다,친구의 선택이 내 자리에 들어왔다 — 친구의 진로는 내 것이 아니다.,"친구가 데이터나 AI 관련 직업이 안전할 것 같다고 해서 나도 비슷하게 적었다. 상담 때 왜 그쪽인지 묻자, 내 경험보다 친구가 한 말이 먼저 떠올랐다.",2,6,,,20,1,R1. 그대로 제출,검토를 건너뛰면 불안도 그대로 남는다.,친구가 적은 진로를 비슷하게 따라 적어 냈다. 자기 자리에 친구의 선택이 들어왔다.,2,1,--,-,10,57,인식·해석 / 자기성찰,,,,,5,"친구가 데이터나 AI 관련 직업이 안전할 것 같다고 해서 나도 비슷하게 적었다. 상담 때 왜 그쪽인지 묻자, 내 경험보다 친구가 한 말이 먼저 떠올랐다.",친구 선택을 따라간 선택,친구의 진로는 친구의 것이다 — 내 자리는 비어 있다.,22,D,친구 따라간 길 카드,친구의 말을 따라 쓰니 내 질문은 떠오르지 않았다.
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C2R2,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C2. 친구가 적은 진로를 비슷하게 따라 적는다,친구의 선택이 내 자리에 들어왔다 — 친구의 진로는 내 것이 아니다.,"친구가 데이터나 AI 관련 직업이 안전할 것 같다고 해서 나도 비슷하게 적었다. 상담 때 왜 그쪽인지 묻자, 내 경험보다 친구가 한 말이 먼저 떠올랐다.",2,6,,,20,1,R2. 한 번 읽고 이상한 곳만 표시,이상한 부분을 잡았다. 도메인지식 +1,한 번 읽어 보니 친구가 말한 이유와 내 이유가 거의 같다는 것이 보였다.,5,4,--,0,20,67,인식·해석 / 자기성찰,,,,비판적 사고,7,"친구가 데이터나 AI 관련 직업이 안전할 것 같다고 해서 나도 비슷하게 적었다. 상담 때 왜 그쪽인지 묻자, 내 경험보다 친구가 한 말이 먼저 떠올랐다.",친구 선택을 따라간 선택,친구의 진로는 친구의 것이다 — 내 자리는 비어 있다.,32,D,또래 그림자 경고 카드,한 번 읽으니 친구의 이유가 내 자리에 있었다.
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C2R3,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C2. 친구가 적은 진로를 비슷하게 따라 적는다,친구의 선택이 내 자리에 들어왔다 — 친구의 진로는 내 것이 아니다.,"친구가 데이터나 AI 관련 직업이 안전할 것 같다고 해서 나도 비슷하게 적었다. 상담 때 왜 그쪽인지 묻자, 내 경험보다 친구가 한 말이 먼저 떠올랐다.",2,6,,,20,1,R3. 내 질문과 경험에 비춰 다시 확인,내 기준으로 다시 봤다. 도메인지식 +3,친구의 말과 내 경험을 갈라 놓고 내가 직접 궁금한 일을 다시 적었다.,15,11,--,+,30,77,인식·해석 / 자기성찰,자기검증,5,친구 말과 자기 경험을 갈라 놓고 자기 자리를 회수하는 자리 — 자기검증 카드와 강한 매칭,"진로탐색, 자기성찰, 자기검증, 비판적 사고",10,"친구가 데이터나 AI 관련 직업이 안전할 것 같다고 해서 나도 비슷하게 적었다. 상담 때 왜 그쪽인지 묻자, 내 경험보다 친구가 한 말이 먼저 떠올랐다.",친구 선택을 따라간 선택,친구의 진로는 친구의 것이다 — 내 자리는 비어 있다.,42,C,내 자리 회수 카드,친구의 말과 내 경험을 갈라 놓으니 다른 모양이 보였다.
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C3R1,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C3. 아직 모르겠다고 비워 둔다,한 줄도 적지 않았다 — 진로 사고를 건너뛰었다.,"상담 카드에 “아직 잘 모르겠습니다”라고만 적었다. 거짓말은 아니었지만, 걱정되는 일과 궁금한 일까지 함께 적지는 않았다.",2,1,,,20,1,R1. 그대로 제출,검토를 건너뛰면 불안도 그대로 남는다.,아직 모르겠다고 한 줄만 적었다. 진로 사고를 건너뛴 자리에 단서가 없었다.,2,1,--,-,10,57,자기성찰 / 인식·해석,,,,,1,"상담 카드에 “아직 잘 모르겠습니다”라고만 적었다. 거짓말은 아니었지만, 걱정되는 일과 궁금한 일까지 함께 적지는 않았다.",비워 둔 선택,한 줄도 적지 않으면 다음 판단으로 이어지지 않는다.,10,D,,모른다는 말만 쓰니 상담 카드도 같이 멈췄다.
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C3R2,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C3. 아직 모르겠다고 비워 둔다,한 줄도 적지 않았다 — 진로 사고를 건너뛰었다.,"상담 카드에 “아직 잘 모르겠습니다”라고만 적었다. 거짓말은 아니었지만, 걱정되는 일과 궁금한 일까지 함께 적지는 않았다.",2,1,,,20,1,R2. 한 번 읽고 이상한 곳만 표시,이상한 부분을 잡았다. 도메인지식 +1,한 번 읽어 보니 모르겠다는 말만 있고 상담할 단서가 없다는 것이 보였다.,3,3,--,-,20,67,자기성찰 / 인식·해석,,,,,2,"상담 카드에 “아직 잘 모르겠습니다”라고만 적었다. 거짓말은 아니었지만, 걱정되는 일과 궁금한 일까지 함께 적지는 않았다.",비워 둔 선택,한 줄도 적지 않으면 다음 판단으로 이어지지 않는다.,21,D,,모르는 건 사실이었지만 내가 걱정한 것까지 사라졌다.
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C3R3,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C3. 아직 모르겠다고 비워 둔다,한 줄도 적지 않았다 — 진로 사고를 건너뛰었다.,"상담 카드에 “아직 잘 모르겠습니다”라고만 적었다. 거짓말은 아니었지만, 걱정되는 일과 궁금한 일까지 함께 적지는 않았다.",2,1,,,20,1,R3. 내 질문과 경험에 비춰 다시 확인,내 기준으로 다시 봤다. 도메인지식 +3,아직 모른다는 말 옆에 걱정되는 것·해 본 것·더 알아볼 것을 한 줄씩 적었다.,13,10,--,0,30,77,자기성찰 / 인식·해석,,,,,4,"상담 카드에 “아직 잘 모르겠습니다”라고만 적었다. 거짓말은 아니었지만, 걱정되는 일과 궁금한 일까지 함께 적지는 않았다.",비워 둔 선택,한 줄도 적지 않으면 다음 판단으로 이어지지 않는다.,30,D,빈 진로 경고 카드,늦게라도 한 가지를 적으니 빈칸이 조금 줄었다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A1R1,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A1. 지난 단원 문제를 풀어 약점을 찾고 약한 과목에 시간을 더 둔다,내가 뭘 모르는지부터 봤다 — 약점이 보이는 자리에서 공부 순서가 생긴다.,"지난 단원 문제를 조금 풀어 보니 수학 도형과 과학 전기 단원에서 많이 막혔다. 자신 있는 과목은 짧게 확인하고, 막힌 과목에 시간을 더 넣은 계획표를 만들었다.",12,10,,,20,10,R1. 그대로 진행,검토를 건너뛰었다 — 내 계획을 다시 볼 기회를 놓쳤다.,지난 단원 문제를 풀어 약한 과목을 찾고 그 자리에 시간을 더 둔 계획을 그대로 시작했다. 자기 약점이 시간표 안에 들어왔다.,2,1,++,++,10,68,실천·설계 / 자기성찰,,,,"학습설계, 시간관리",25,"지난 단원 문제를 조금 풀어 보니 수학 도형과 과학 전기 단원에서 많이 막혔다. 자신 있는 과목은 짧게 확인하고, 막힌 과목에 시간을 더 넣은 계획표를 만들었다.",약점을 보고 세운 공부 계획,약점이 보인 자리에서 진짜 공부가 시작된다 — 자기 점검에서 출발한 계획.,92,S,약점 자가 점검 카드,내가 뭘 모르는지 보이자 공부할 순서가 생겼다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A1R2,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A1. 지난 단원 문제를 풀어 약점을 찾고 약한 과목에 시간을 더 둔다,내가 뭘 모르는지부터 봤다 — 약점이 보이는 자리에서 공부 순서가 생긴다.,"지난 단원 문제를 조금 풀어 보니 수학 도형과 과학 전기 단원에서 많이 막혔다. 자신 있는 과목은 짧게 확인하고, 막힌 과목에 시간을 더 넣은 계획표를 만들었다.",12,10,,,20,10,R2. 한 번 보고 빠진 과목만 표시,한 번 훑어 빠진 단원을 잡았다. 도메인지식 +1,한 번 훑으니 과학 전기 단원에 둔 시간이 조금 부족했다. 그 칸을 늘리고 자신 있는 과목 시간을 줄였다.,5,4,++,++,20,78,실천·설계 / 자기성찰,,,,"학습설계, 시간관리, 검수능력",27,"지난 단원 문제를 조금 풀어 보니 수학 도형과 과학 전기 단원에서 많이 막혔다. 자신 있는 과목은 짧게 확인하고, 막힌 과목에 시간을 더 넣은 계획표를 만들었다.",약점을 보고 세운 공부 계획,약점이 보인 자리에서 진짜 공부가 시작된다 — 자기 점검에서 출발한 계획.,95,S,약점 자가 점검 카드,빠진 단원을 보태니 계획표가 내 시험 쪽으로 더 가까워졌다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A1R3,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A1. 지난 단원 문제를 풀어 약점을 찾고 약한 과목에 시간을 더 둔다,내가 뭘 모르는지부터 봤다 — 약점이 보이는 자리에서 공부 순서가 생긴다.,"지난 단원 문제를 조금 풀어 보니 수학 도형과 과학 전기 단원에서 많이 막혔다. 자신 있는 과목은 짧게 확인하고, 막힌 과목에 시간을 더 넣은 계획표를 만들었다.",12,10,,,20,10,R3. 오답 확인 + 약점 다시 배치,오답을 다시 보고 약점에 시간을 옮겼다. 도메인지식 +3,틀린 문제를 다시 풀어 보고 막힌 단원을 두 개 더 찾았다. 약한 자리에 시간을 더 옮겨 시험 쪽으로 계획이 가까워졌다.,15,11,++,++,30,88,실천·설계 / 자기성찰,자기검증,5,자기 약점을 직접 짚고 끝까지 확인하는 자리 — 자기검증 카드와 강한 매칭,"학습설계, 시간관리, 학습전략, 자기검증",30,"지난 단원 문제를 조금 풀어 보니 수학 도형과 과학 전기 단원에서 많이 막혔다. 자신 있는 과목은 짧게 확인하고, 막힌 과목에 시간을 더 넣은 계획표를 만들었다.",약점을 보고 세운 공부 계획,약점이 보인 자리에서 진짜 공부가 시작된다 — 자기 점검에서 출발한 계획.,98,S,메타 공부 카드,내가 모르는 것을 알게 된 것만으로 한 단계였다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A2R1,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A2. 약점을 직접 짚은 뒤 막힌 한 단원만 AI에게 어디부터 다시 봐야 하는지 묻는다,내가 길을 안 다음에 AI 손이 점만 닿았다 — 출발은 내 오답이고 도구는 AI다.,"먼저 문제를 풀어 보니 수학 도형 단원이 가장 막혔다. 그 한 단원만 AI에게 어디부터 다시 봐야 하는지 물어보고, 답 중 시험 범위에 맞는 부분만 내 오답 옆에 적었다.",6,6,,,20,7,R1. 그대로 진행,검토를 건너뛰었다 — 내 계획을 다시 볼 기회를 놓쳤다.,자기 약점을 직접 짚은 뒤 막힌 한 단원만 AI에게 물어 받은 답을 자기 오답 옆에 적고 시작했다. 출발은 자기 오답이었다.,2,1,+,+,10,65,실천·설계 / 인식·해석,,,,"학습설계, 학습전략",18,"먼저 문제를 풀어 보니 수학 도형 단원이 가장 막혔다. 그 한 단원만 AI에게 어디부터 다시 봐야 하는지 물어보고, 답 중 시험 범위에 맞는 부분만 내 오답 옆에 적었다.",자기 약점 위에 AI 손이 점만 닿은 계획,AI는 내가 길을 안 다음에 가장 잘 쓰이는 도구다 — 출발점은 내 오답.,75,A,약점 + AI 점만 닿기 카드,내 오답이 출발이었고 AI는 한 단원만 짚어 줬다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A2R2,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A2. 약점을 직접 짚은 뒤 막힌 한 단원만 AI에게 어디부터 다시 봐야 하는지 묻는다,내가 길을 안 다음에 AI 손이 점만 닿았다 — 출발은 내 오답이고 도구는 AI다.,"먼저 문제를 풀어 보니 수학 도형 단원이 가장 막혔다. 그 한 단원만 AI에게 어디부터 다시 봐야 하는지 물어보고, 답 중 시험 범위에 맞는 부분만 내 오답 옆에 적었다.",6,6,,,20,7,R2. 한 번 보고 빠진 과목만 표시,한 번 훑어 빠진 단원을 잡았다. 도메인지식 +1,한 번 보니 AI가 알려 준 단계 중 시험 범위 밖 내용이 하나 있었다. 그 줄을 빼고 범위 안만 남겼다.,5,4,+,+,20,75,실천·설계 / 인식·해석,,,,"학습설계, 학습전략, 검수능력",20,"먼저 문제를 풀어 보니 수학 도형 단원이 가장 막혔다. 그 한 단원만 AI에게 어디부터 다시 봐야 하는지 물어보고, 답 중 시험 범위에 맞는 부분만 내 오답 옆에 적었다.",자기 약점 위에 AI 손이 점만 닿은 계획,AI는 내가 길을 안 다음에 가장 잘 쓰이는 도구다 — 출발점은 내 오답.,80,A,AI 학습 도구 활용 카드,시험 범위 밖을 빼니 AI 답이 내 쪽으로 좁아졌다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A2R3,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A2. 약점을 직접 짚은 뒤 막힌 한 단원만 AI에게 어디부터 다시 봐야 하는지 묻는다,내가 길을 안 다음에 AI 손이 점만 닿았다 — 출발은 내 오답이고 도구는 AI다.,"먼저 문제를 풀어 보니 수학 도형 단원이 가장 막혔다. 그 한 단원만 AI에게 어디부터 다시 봐야 하는지 물어보고, 답 중 시험 범위에 맞는 부분만 내 오답 옆에 적었다.",6,6,,,20,7,R3. 오답 확인 + 약점 다시 배치,오답을 다시 보고 약점에 시간을 옮겼다. 도메인지식 +3,자기 오답 옆에 AI 답을 나란히 두고 비교하며 정말 필요한 부분만 골라 다시 적었다. AI는 도구로 자리잡았다.,15,11,+,++,30,85,실천·설계 / 인식·해석,,,,"학습설계, 학습전략, 검수능력, 자기검증",23,"먼저 문제를 풀어 보니 수학 도형 단원이 가장 막혔다. 그 한 단원만 AI에게 어디부터 다시 봐야 하는지 물어보고, 답 중 시험 범위에 맞는 부분만 내 오답 옆에 적었다.",자기 약점 위에 AI 손이 점만 닿은 계획,AI는 내가 길을 안 다음에 가장 잘 쓰이는 도구다 — 출발점은 내 오답.,86,S,메타 공부 카드,내 오답 옆에 놓고 비교하니 AI 답이 도구가 됐다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A3R1,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A3. 모든 과목을 똑같이 나눠서 공부한다,시간을 공평하게 나눴다 — 깔끔하지만 약점 단원이 같은 칸에 묻힌다.,"5과목을 똑같이 나눠서 하루에 조금씩 보기로 했다. 계획표는 깔끔했지만, 이미 아는 과목과 모르는 과목이 같은 칸을 차지했다.",2,1,,,20,3,R1. 그대로 진행,검토를 건너뛰었다 — 내 계획을 다시 볼 기회를 놓쳤다.,5과목을 똑같이 나눈 깔끔한 계획표를 그대로 시작했다. 약점 단원이 같은 칸에 묻힌 채로.,2,1,0,+,10,61,실천·설계,,,,학습설계,12,"5과목을 똑같이 나눠서 하루에 조금씩 보기로 했다. 계획표는 깔끔했지만, 이미 아는 과목과 모르는 과목이 같은 칸을 차지했다.",균등하지만 약점이 흐린 계획,공평한 시간은 공평한 공부가 아니다 — 모르는 자리에 시간이 더 필요하다.,55,B,고른 시간표 카드,모든 과목을 똑같이 보니 내 약점도 똑같이 작아 보였다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A3R2,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A3. 모든 과목을 똑같이 나눠서 공부한다,시간을 공평하게 나눴다 — 깔끔하지만 약점 단원이 같은 칸에 묻힌다.,"5과목을 똑같이 나눠서 하루에 조금씩 보기로 했다. 계획표는 깔끔했지만, 이미 아는 과목과 모르는 과목이 같은 칸을 차지했다.",2,1,,,20,3,R2. 한 번 보고 빠진 과목만 표시,한 번 훑어 빠진 단원을 잡았다. 도메인지식 +1,한 번 보니 이미 아는 과목에도 시간이 너무 많이 들어가 있었다. 그 칸을 줄여 약한 쪽으로 옮겼다.,3,3,0,+,20,71,실천·설계,,,,"학습설계, 시간관리",14,"5과목을 똑같이 나눠서 하루에 조금씩 보기로 했다. 계획표는 깔끔했지만, 이미 아는 과목과 모르는 과목이 같은 칸을 차지했다.",균등하지만 약점이 흐린 계획,공평한 시간은 공평한 공부가 아니다 — 모르는 자리에 시간이 더 필요하다.,63,B,시간 다시 나눔 카드,아는 과목과 모르는 과목은 같은 시간이 아니었다.
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A3R3,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A3. 모든 과목을 똑같이 나눠서 공부한다,시간을 공평하게 나눴다 — 깔끔하지만 약점 단원이 같은 칸에 묻힌다.,"5과목을 똑같이 나눠서 하루에 조금씩 보기로 했다. 계획표는 깔끔했지만, 이미 아는 과목과 모르는 과목이 같은 칸을 차지했다.",2,1,,,20,3,R3. 오답 확인 + 약점 다시 배치,오답을 다시 보고 약점에 시간을 옮겼다. 도메인지식 +3,간단한 문제를 풀어 보고 약한 과목 쪽으로 시간을 다시 옮겼다. 균등 계획 안에서 자기 약점이 보이기 시작했다.,13,10,0,++,30,81,실천·설계,자기성찰,5,균등 계획 안에서 자기 약점이 어디인지 다시 묶어 보는 자리 — 자기성찰 카드와 강한 매칭,"학습설계, 시간관리, 자기성찰, 검수능력",17,"5과목을 똑같이 나눠서 하루에 조금씩 보기로 했다. 계획표는 깔끔했지만, 이미 아는 과목과 모르는 과목이 같은 칸을 차지했다.",균등하지만 약점이 흐린 계획,공평한 시간은 공평한 공부가 아니다 — 모르는 자리에 시간이 더 필요하다.,70,A,약점 다시 보기 카드,문제를 풀어 보니 시간표가 다시 움직였다.
